"ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:0006882","cellular zinc ion homeostasis","14/2428","39/18800",0.000220693097087306,0.00436958047890012,0.00346583266078174,"4493/4501/4495/4502/55630/4494/6280/6279/4496/23516/4499/25800/10463/64116",14
"BP","GO:0071356","cellular response to tumor necrosis factor","49/2428","229/18800",0.000225954503435903,0.00445932145813179,0.00353701277025301,"3611/3875/1535/2629/6366/6357/6348/6364/7805/6362/9530/5106/6356/2950/2634/6188/5105/6772/7412/970/9572/6351/427/388372/29108/7114/3303/6850/3304/1277/965/55022/8904/10519/2185/81858/445/10401/9825/22954/81/7293/834/6369/330/677/1984/84817/4790",49
"BP","GO:0030832","regulation of actin filament length","37/2428","159/18800",0.000230115225774457,0.00452683264079783,0.00359056080832711,"822/6366/829/2017/7429/10094/9530/6356/5341/387/3059/10435/9948/29108/5217/7114/5216/10109/9168/10093/1236/2059/10456/2185/274/832/10095/6387/5756/10092/6369/8195/6840/148170/11034/7408/50853",37
"BP","GO:0007051","spindle organization","42/2428","188/18800",0.00023481794859131,0.00460453913295396,0.00365219548922382,"7430/1104/22919/9133/5518/5901/10274/6188/991/22974/8243/387/10783/5116/440145/29082/5119/29899/203068/9793/27175/3303/27243/8086/7415/3304/23636/8480/546/8841/10039/51119/29127/4605/26073/79866/9212/3925/55559/891/56647/1213",42
"BP","GO:0034599","cellular response to oxidative stress","58/2428","284/18800",0.000238112824007998,0.00465423085393268,0.0036916096138452,"2168/7168/5603/199/1965/11277/2353/3725/6714/5831/1728/10935/6188/4841/25824/847/2706/5052/79899/142/983/4257/29957/7001/4314/5034/27035/54209/4233/5156/4318/3303/7295/10280/65018/3304/558/1499/1386/9131/140823/10314/318/10131/27429/3569/5478/5163/328/8575/29920/90441/6780/51142/5893/2021/54929/25",58
"BP","GO:0022600","digestive system process","27/2428","104/18800",0.000245191348924062,0.00477606285334614,0.00378824344968698,"2168/7430/56667/7033/9245/4583/7429/5357/3784/7031/118471/10062/4192/6662/4585/1314/6523/50848/80168/387129/91603/5950/11171/27347/6690/7032/3949",27
"BP","GO:0000070","mitotic sister chromatid segregation","39/2428","171/18800",0.000246687783860311,0.00477606285334614,0.00378824344968698,"11065/11130/5518/54921/9232/5901/991/118471/8243/10783/246184/9184/29082/9183/5119/113130/27175/27243/51451/80218/10459/8697/51529/11004/51434/4085/23636/55143/546/29127/5925/699/56984/55795/9212/64151/26993/10592/891",39
"BP","GO:0051099","positive regulation of binding","39/2428","171/18800",0.000246687783860311,0.00477606285334614,0.00378824344968698,"1965/5329/4609/22919/5901/805/302/115908/567/142/7291/10418/7040/3326/4233/4318/90780/5899/6737/7295/3646/3146/2641/4035/1499/8664/6281/808/5925/26073/64400/3925/9464/57669/7474/285381/4830/25/8767",39
"BP","GO:0019318","hexose metabolic process","51/2428","242/18800",0.000251480221753299,0.00485348894853843,0.00384965572732096,"4938/226/7033/2171/100131187/80201/2542/4609/5366/7167/6714/2597/2203/5106/5105/3784/2023/51181/5236/3643/8790/2720/5499/3636/84649/2519/5372/55276/2517/2026/51451/92579/23516/2683/5230/2641/51094/5211/5160/3795/1468/282969/3101/5950/2875/3170/5163/8445/230/2821/1737",51
"BP","GO:2000404","regulation of T cell migration","15/2428","44/18800",0.000256500292919203,0.00487403920139245,0.00386595563022302,"3627/199/6366/6364/387695/387/10563/102/29108/9943/6387/27347/7474/6278/1893",15
"BP","GO:1902099","regulation of metaphase/anaphase transition of cell cycle","19/2428","63/18800",0.000256708402816833,0.00487403920139245,0.00386595563022302,"11065/11130/118471/10783/246184/9184/9183/51451/10459/8697/51529/51434/4085/5925/699/56984/55795/9212/891",19
"BP","GO:2000401","regulation of lymphocyte migration","19/2428","63/18800",0.000256708402816833,0.00487403920139245,0.00386595563022302,"3627/199/6366/6348/6364/387695/387/10563/6351/102/29108/8976/2185/9943/6387/27347/7474/6278/1893",19
"BP","GO:0071900","regulation of protein serine/threonine kinase activity","72/2428","372/18800",0.000256753473862366,0.00487403920139245,0.00386595563022302,"84152/7070/2629/7855/836/60/56034/5573/6714/9133/1164/3301/805/2950/6188/5716/8754/5997/387/51654/6423/55011/5777/3643/4282/11329/9802/183/7040/1436/3326/27013/29108/80279/5899/6850/7251/11221/5159/4486/7984/10253/7039/5155/11140/595/10519/23636/2185/5728/1033/808/7345/5925/11314/4515/1026/8812/899/54923/7474/80824/81848/2810/8312/891/4920/1022/23624/56647/900/25",72
"BP","GO:0045824","negative regulation of innate immune response","21/2428","73/18800",0.000258560517198231,0.00487403920139245,0.00386595563022302,"11326/4938/11277/3965/4321/3135/2/10062/9636/6223/6737/8815/9111/56833/11221/2896/3105/23170/11274/84166/710",21
"BP","GO:0070202","regulation of establishment of protein localization to chromosome","7/2428","12/18800",0.0002597150669588,0.00487403920139245,0.00386595563022302,"6950/10574/10575/1736/7203/908/22948",7
"BP","GO:1901029","negative regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway","7/2428","12/18800",0.0002597150669588,0.00487403920139245,0.00386595563022302,"292/291/3303/10449/54978/28978/666",7
"BP","GO:1903405","protein localization to nuclear body","7/2428","12/18800",0.0002597150669588,0.00487403920139245,0.00386595563022302,"6950/10574/10575/1736/7203/908/22948",7
"BP","GO:1904867","protein localization to Cajal body","7/2428","12/18800",0.0002597150669588,0.00487403920139245,0.00386595563022302,"6950/10574/10575/1736/7203/908/22948",7
"BP","GO:0032930","positive regulation of superoxide anion generation","9/2428","19/18800",0.000268185582215324,0.00501761281955153,0.00397983432806258,"1535/2950/2773/7305/3689/57126/183/7040/6850",9
"BP","GO:0032271","regulation of protein polymerization","44/2428","201/18800",0.000272822666110988,0.00508880814410678,0.00403630452750851,"822/6366/829/2017/22919/7429/10094/9530/6356/6188/387/3059/10435/4233/29108/5217/2288/7114/9793/3303/5216/10109/65018/3304/9168/7417/10093/1236/2059/10456/2185/274/832/10095/3925/5756/10092/6369/8195/6840/148170/7408/50853/25",44
"BP","GO:0033108","mitochondrial respiratory chain complex assembly","25/2428","94/18800",0.000274313986690143,0.00510107285887628,0.00404603256644236,"4713/7386/4715/4714/4704/4706/4700/4711/4720/29078/4709/374291/9131/4728/4716/4725/4694/4710/51287/25915/131474/10063/4695/4708/55967",25
"BP","GO:0051651","maintenance of location in cell","47/2428","219/18800",0.00027921421012852,0.00517584669496786,0.00410534114413067,"7070/1535/3627/2512/3309/6366/5905/6348/2495/805/6717/10945/6373/5777/3934/6500/309/29899/56704/6280/10956/7114/4283/7184/6279/7295/65018/9168/1236/2185/10210/387129/5552/808/3710/811/55636/5756/4923/64083/54923/187/3638/5031/2946/51141/25",47
"BP","GO:0050920","regulation of chemotaxis","48/2428","225/18800",0.000280027011447264,0.00517584669496786,0.00410534114413067,"57402/5919/3627/199/6366/3965/6348/972/1880/4192/10563/3603/6351/4282/7852/102/719/26585/10509/54209/5880/7040/1436/63940/4233/5156/7114/4354/56833/5159/3146/5155/64094/1236/2185/6259/9943/5800/811/57175/1652/6387/7941/3569/27347/7474/10488/6278",48
"BP","GO:0009199","ribonucleoside triphosphate metabolic process","24/2428","89/18800",0.000287785251447848,0.00529403978429897,0.00419908869524239,"226/30968/4609/5901/2773/2023/387/142/54209/7040/7114/29922/4976/7415/65018/54963/55022/50808/318/51715/3615/1503/4833/4830",24
"BP","GO:0001666","response to hypoxia","58/2428","286/18800",0.000288152214477208,0.00529403978429897,0.00419908869524239,"481/1535/2168/283/7351/1958/6781/836/4609/5366/1365/5328/6714/3516/1179/5105/7009/2023/847/387/7412/7291/4323/5034/571/7852/6513/430/54209/1788/7184/952/10449/9777/10525/65018/3291/23576/5230/360/2185/5728/1386/133/112399/5327/4000/114757/81/26355/6387/4843/5163/677/51142/1536/158/2021",58
"BP","GO:0002183","cytoplasmic translational initiation","11/2428","27/18800",0.000290734203182166,0.00530958762707013,0.00421142082221457,"7884/57409/10480/23521/1983/8664/1974/8894/28985/5936/7458",11
"BP","GO:0070861","regulation of protein exit from endoplasmic reticulum","11/2428","27/18800",0.000290734203182166,0.00530958762707013,0.00421142082221457,"27248/91319/161291/55741/9695/10134/10956/9777/56681/123264/3638",11
"BP","GO:0070661","leukocyte proliferation","65/2428","330/18800",0.0003036158600833,0.00552833878568342,0.00438492830508776,"6385/11326/4615/199/2629/836/2214/3965/3115/5573/3135/3329/51237/972/2950/6188/1880/7305/5699/4332/3113/7412/3109/970/7001/5777/1947/4282/26585/54209/5880/1436/54440/29108/973/3620/1725/952/6194/259307/6850/916/3105/3123/3146/3958/1499/10288/11314/3251/7293/1026/3569/80762/6469/3615/1503/942/23513/1493/51293/23529/1437/25/8767",65
"BP","GO:0098754","detoxification","35/2428","150/18800",0.000317062408506934,0.00575604692951165,0.00456554022557229,"2877/2168/4493/4501/3040/4495/55937/4502/1728/2950/10935/4494/25824/847/5052/10327/4257/7001/10549/3043/6280/5292/7295/4496/4499/114757/241/128/51109/2944/5002/2878/2946/84817/7296",35
"BP","GO:0090316","positive regulation of intracellular protein transport","36/2428","156/18800",0.000329485996275589,0.00596389149471614,0.0047303968945203,"3728/7855/10055/161291/5901/10075/3689/3059/79899/5116/983/5494/55741/1459/9695/5880/7040/3326/10134/9777/999/63928/65018/79778/10519/8841/998/3002/9495/7332/56681/27429/4836/6469/123264/2810",36
"BP","GO:0051235","maintenance of location","65/2428","331/18800",0.000331112648063446,0.0059704077903822,0.00473556544341322,"7070/1535/3627/2629/2512/3309/6366/5905/4232/6348/550/2495/805/6717/5716/10062/10945/6373/5777/158219/4052/3934/54209/84649/6500/309/29899/56704/6280/10956/7114/4283/7184/6279/7295/65018/9168/9641/19/1236/2185/10210/387129/26580/5552/808/3710/811/55636/3569/5756/4923/64083/54923/187/3638/7529/5031/28952/2946/4790/51141/6278/53349/25",65
"BP","GO:0030833","regulation of actin filament polymerization","33/2428","139/18800",0.000331797752325915,0.0059704077903822,0.00473556544341322,"822/6366/829/2017/7429/10094/9530/6356/387/3059/10435/29108/5217/7114/5216/10109/9168/10093/1236/2059/10456/2185/274/832/10095/5756/10092/6369/8195/6840/148170/7408/50853",33
"BP","GO:0032781","positive regulation of ATP-dependent activity","15/2428","45/18800",0.000339243632465018,0.00608648839712897,0.0048276374306644,"481/7168/3337/4436/5359/5217/10598/5216/81671/7341/51726/6742/483/23234/3300",15
"BP","GO:0061572","actin filament bundle organization","37/2428","162/18800",0.000340559545289114,0.00609223186572748,0.00483219299409915,"6385/3936/7430/7168/199/10083/6714/7429/9530/5357/71/5341/387/4233/5217/7184/5216/50848/7984/7126/23370/55160/7046/2059/389/2185/4082/6281/29984/998/57175/4070/3925/8195/85415/64780/25",37
"BP","GO:0042116","macrophage activation","27/2428","106/18800",0.000342006446806693,0.00610027825528673,0.00483857517194677,"712/11326/199/11277/6348/3459/3725/3329/972/7305/3689/10062/9572/4282/54209/23210/9111/6850/2896/399687/1075/3569/7474/3430/1437/8530/3949",27
"BP","GO:0045732","positive regulation of protein catabolic process","49/2428","233/18800",0.00034601135008832,0.00613420809396555,0.00486548739925005,"7430/2629/9709/55737/7805/991/5716/8754/10075/8450/255488/6662/27352/54209/79888/10134/8078/5705/3303/1457/6613/90637/7415/3304/10533/5886/11337/4035/7341/5704/7879/2185/5728/152503/22954/51136/1075/80762/7474/7432/255738/6811/28952/8312/55212/23163/3300/127544/3949",49
"BP","GO:0007599","hemostasis","48/2428","227/18800",0.000346800563861875,0.00613420809396555,0.00486548739925005,"7103/3611/10398/1192/5265/5329/6288/60/9060/5328/3172/6714/71/5359/9158/928/5341/5912/7001/5777/3043/3998/5156/2207/29071/1281/6850/50848/558/10672/5155/308/10461/6484/83706/2161/2162/5327/2191/50808/7414/3569/5478/3170/6469/710/22875/2821",48
"BP","GO:0007596","blood coagulation","47/2428","221/18800",0.000346916639508349,0.00613420809396555,0.00486548739925005,"7103/3611/10398/1192/5265/5329/6288/60/9060/5328/3172/6714/71/5359/9158/928/5341/5912/7001/5777/3043/3998/5156/2207/29071/1281/6850/50848/558/10672/5155/308/10461/6484/83706/2161/2162/5327/2191/50808/7414/3569/5478/3170/6469/710/22875",47
"BP","GO:0051052","regulation of DNA metabolic process","87/2428","472/18800",0.000348283514206731,0.00614062979803107,0.0048705809206523,"8741/86/3838/30968/25849/60/4609/26354/64769/6714/6282/5518/4436/3181/54921/6188/3178/23595/221656/7334/142/983/7291/6950/7520/10445/57599/10574/26585/7040/3326/10575/7335/51010/7336/9643/1736/64061/7320/7203/56916/100134934/10459/5159/7126/3146/9760/4869/5155/8451/10728/64094/26122/1499/2185/9131/908/546/51659/10039/91603/10923/51377/998/79184/6742/1026/7398/5001/10635/3569/9212/29072/80762/3183/8295/2139/283899/5893/2021/23529/54069/64210/5983/54929/24144/22948",87
"BP","GO:0019079","viral genome replication","32/2428","134/18800",0.000362527627805716,0.00636784560025273,0.00505080232913492,"4938/7153/6732/3669/3312/8519/5359/3429/5868/10663/9636/26986/5479/10410/10581/8815/5297/7415/8638/5886/27350/8411/55054/998/3434/10465/5478/8812/6590/27336/6780/9217",32
"BP","GO:0051348","negative regulation of transferase activity","55/2428","270/18800",0.000363252388768912,0.00636784560025273,0.00505080232913492,"84152/7070/2629/55861/55450/836/5573/6714/23603/3301/2950/10935/991/5997/5305/51654/6423/5777/11329/84313/79837/9184/183/64793/6879/29108/80279/58533/7251/11221/100134934/10459/10253/4869/6125/4085/23636/5800/5728/10039/7345/5925/1974/11314/5987/1026/5478/3170/5794/80824/81848/2810/23624/25/6201",55
"BP","GO:0008630","intrinsic apoptotic signaling pathway in response to DNA damage","26/2428","101/18800",0.00036550607962587,0.00638904627186021,0.00506761812654214,"960/578/972/6188/6423/4282/27141/597/29108/3190/599/9641/51246/80237/10210/598/4582/22954/1026/6387/27429/8445/2810/54929/25/666",26
"BP","GO:0001952","regulation of cell-matrix adhesion","30/2428","123/18800",0.000371808713346188,0.00648070002350991,0.00514031539518947,"7070/6385/4680/3728/6366/54453/4321/5328/6714/23603/71/387/4323/26585/780/30008/916/55612/8573/1236/10519/2185/5728/3204/6281/50488/26073/7414/57669/25",30
"BP","GO:0009185","ribonucleoside diphosphate metabolic process","28/2428","112/18800",0.000373594763572956,0.00649333171460041,0.00515033450978267,"3692/226/11277/80201/4609/7167/2597/2203/3939/2023/5315/5236/3643/4354/2026/204/5230/5211/8573/2027/3101/7372/50808/6241/230/51727/2821/11164",28
"BP","GO:0001706","endoderm formation","17/2428","55/18800",0.000387130271694363,0.00668996923554007,0.00530630205533968,"3914/1289/1303/3689/6928/3909/4323/1291/4318/1846/1290/1499/3281/1847/29072/54623/1284",17
"BP","GO:1905517","macrophage migration","17/2428","55/18800",0.000387130271694363,0.00668996923554007,0.00530630205533968,"5919/6288/6348/928/4192/4323/4282/719/54209/1436/56833/11117/3958/2185/51192/1652/4920",17
"BP","GO:0010822","positive regulation of mitochondrion organization","21/2428","75/18800",0.000388188800035424,0.00668996923554007,0.00530630205533968,"292/30968/5329/5366/55737/7416/638/27141/54209/29108/4318/291/65018/3002/6742/26355/27429/4836/5898/2021/666",21
"BP","GO:0032496","response to lipopolysaccharide","65/2428","333/18800",0.000392952560224335,0.00675304427936091,0.005356331468463,"2919/3158/57402/3627/4615/8915/836/968/3965/6348/2353/6714/7494/5106/2921/2950/10935/5105/8754/2706/387/7412/10062/9516/6373/7001/10563/9572/4282/2920/54/3248/54209/7040/29108/6280/4283/3620/6279/11221/558/19/3146/1236/717/10417/133/445/10288/5142/3394/7867/4843/3569/834/128/7474/942/6590/54623/4790/6278/1437/25/8767",65
"BP","GO:0044784","metaphase/anaphase transition of cell cycle","19/2428","65/18800",0.000399869625937003,0.00685266770723413,0.00543535006802177,"11065/11130/118471/10783/246184/9184/9183/51451/10459/8697/51529/51434/4085/5925/699/56984/55795/9212/891",19
"BP","GO:0046651","lymphocyte proliferation","59/2428","296/18800",0.000409942707250966,0.00700566894681957,0.00555670649934417,"6385/11326/4615/199/836/2214/3965/3115/5573/3135/3329/51237/972/6188/1880/7305/5699/4332/3113/7412/3109/970/7001/5777/1947/4282/5880/54440/29108/973/3620/1725/952/6194/259307/6850/916/3105/3123/3146/3958/1499/10288/11314/3251/7293/1026/3569/80762/6469/3615/1503/942/23513/1493/51293/23529/25/8767",59
"BP","GO:0032103","positive regulation of response to external stimulus","82/2428","442/18800",0.000412434295406666,0.00702861565264063,0.00557490720370835,"1535/57402/5919/5320/3627/5603/8723/199/6366/55450/3965/4321/6348/3135/6714/972/4841/5359/7305/3956/2547/4332/4814/4192/10563/3603/6351/4282/7852/7520/6223/102/719/183/54209/5880/7040/1436/63940/4233/4818/115362/29108/6280/7114/3620/6279/10133/9111/6850/2896/11117/8673/9641/5159/8638/3146/5155/64094/1236/2185/9943/811/84166/1652/6387/1075/7941/3569/834/27347/6369/241/7474/3430/10488/10621/1690/6278/3949/136/8767",82
"BP","GO:0000470","maturation of LSU-rRNA","11/2428","28/18800",0.000423312359621115,0.00719395837822773,0.00570605256682263,"3692/6129/26156/23481/84154/81887/23246/117246/55651/4736/11224",11
"BP","GO:0007160","cell-matrix adhesion","49/2428","235/18800",0.000425302770189762,0.00719643777136725,0.00570801915417887,"7070/6385/3611/4680/3728/6366/54453/4321/960/5328/2017/6714/23603/1308/71/967/8754/387/3689/7412/4323/26585/4585/3694/780/3655/30008/1281/916/11117/55612/8573/1236/10519/1499/2185/5728/3204/6281/83706/29984/50488/26073/7414/57669/3688/3695/27076/25",49
