Officel.Gene.Symbol	logFC	AveExpr	t	P.Value	adj.P.Val	B	g
TMEM63B	-1.287176665	0.647072767	-2.626551278	0.014346556	0.10597824	-3.577948866	DOWN
NPAS3	3.687342779	2.948421463	2.626520965	0.014347558	0.10597824	-3.578012841	UP
PCGF3	-1.056061035	0.65361271	-2.626132833	0.014360392	0.10597824	-3.578831951	DOWN
FER	3.10884009	2.380376396	2.625934338	0.01436696	0.10597824	-3.579250826	UP
GRIPAP1	2.5029525	3.106384124	2.625429035	0.014383691	0.10597824	-3.580317063	UP
TRIML2	2.635596709	2.184411442	2.62519802	0.014391347	0.10597824	-3.580804488	UP
ZNF568	2.264090586	2.179236039	2.624818476	0.014403932	0.10597824	-3.581605245	UP
ARHGAP30	-0.429859079	0.249041223	-2.62423631	0.014423257	0.10597824	-3.582833365	DOWN
ARHGAP22	3.384618467	4.569892331	2.624162037	0.014425724	0.10597824	-3.582990038	UP
CUZD1	0.088306726	0.106395901	2.624024558	0.014430292	0.10597824	-3.583280032	UP
KRBA2	1.715222971	1.252228473	2.623443064	0.014449627	0.10597824	-3.584506522	UP
SAR1B	1.911040221	5.148562469	2.623364637	0.014452237	0.10597824	-3.584671929	UP
CAPN13	-0.590979923	0.302544061	-2.623084041	0.014461577	0.10597824	-3.585263697	DOWN
SSR3	-2.294362249	4.472693821	-2.622003922	0.014497584	0.10597824	-3.587541303	DOWN
METTL13	-1.926946406	1.443760352	-2.620399312	0.01455123	0.10597824	-3.590923893	DOWN
PPP2R5D	-1.362022195	0.784331771	-2.620346716	0.014552991	0.10597824	-3.591034748	DOWN
MRPL38	-2.352826958	1.948072392	-2.620007223	0.014564366	0.10597824	-3.591750255	DOWN
ANKRD13D	2.00145436	1.764077891	2.619045254	0.014596643	0.10597824	-3.593777391	UP
LRRC27	1.674231017	2.242217497	2.618724658	0.014607415	0.10597824	-3.594452881	UP
TSPY26P	1.826146807	1.642586918	2.618257999	0.014623107	0.10597824	-3.595436038	UP
LMNA	-2.963830473	4.511121822	-2.617746639	0.014640321	0.10597824	-3.596513257	DOWN
RBM18	-2.394576371	2.837730848	-2.617666839	0.014643009	0.10597824	-3.596681352	DOWN
DPP7	-3.121179209	3.131509416	-2.617433448	0.014650874	0.10597824	-3.597172959	DOWN
TP53I3	-1.615980825	0.858484144	-2.617087168	0.014662549	0.10597824	-3.597902308	DOWN
DAND5	2.499707636	3.274286691	2.616539338	0.014681038	0.10597824	-3.599056054	UP
RPL13	-2.408913006	9.629531221	-2.615216291	0.014725779	0.10597824	-3.601841864	DOWN
RPS18	-2.299463691	11.11743642	-2.615014134	0.014732626	0.10597824	-3.602267456	DOWN
FOCAD	-0.956074249	0.442481685	-2.614097018	0.014763728	0.10597824	-3.604197978	DOWN
TOR1B	-2.072896305	2.144066031	-2.613903388	0.014770302	0.10597824	-3.604605519	DOWN
DPY19L3	2.258892487	2.799461177	2.612082401	0.014832264	0.10597824	-3.608437373	UP
CNOT10	2.251423661	3.624429895	2.611943021	0.014837017	0.10597824	-3.608730604	UP
USMG5	-3.036769892	7.038320752	-2.611404079	0.014855407	0.10597824	-3.609864358	DOWN
ZEB1-AS1	2.969148819	2.366872997	2.611282275	0.014859567	0.10597824	-3.610120576	UP
TBC1D24	1.554978952	2.049901506	2.610872917	0.014873553	0.10597824	-3.610981614	UP
TMEM254-AS1	2.250447114	2.144298058	2.610324542	0.014892308	0.10597824	-3.61213494	UP
C2CD2L	1.81696987	1.685299114	2.610276014	0.014893969	0.10597824	-3.612236996	UP
LANCL1	-1.888095927	1.3352244	-2.610274055	0.014894036	0.10597824	-3.612241116	DOWN
NDC80	2.805910795	3.111962007	2.610156932	0.014898045	0.10597824	-3.612487427	UP
RIPK1	1.923199169	1.555159295	2.608968824	0.014938771	0.10597824	-3.61498565	UP
NEURL3	-0.452971459	0.273411973	-2.608467212	0.014955996	0.10597824	-3.616040192	DOWN
MRPL17	-3.34179808	3.491456115	-2.606995397	0.015006645	0.10597824	-3.619133718	DOWN
CORO1B	-2.361905843	1.664373795	-2.606273704	0.015031539	0.10597824	-3.62065024	DOWN
PEX3	-1.73892243	0.889381628	-2.606225285	0.015033211	0.10597824	-3.620751978	DOWN
GRIN2D	0.093674688	0.109974543	2.605820959	0.015047175	0.10597824	-3.621601488	UP
STK33	2.431663936	2.183614463	2.605195152	0.015068814	0.10597824	-3.622916196	UP
ANKRD32	2.30684023	1.906345801	2.605101957	0.015072039	0.10597824	-3.623111966	UP
CD248	-1.100639716	0.50126055	-2.604930527	0.015077972	0.10597824	-3.623472069	DOWN
ATP1A4	2.352900719	2.171497839	2.602400184	0.015165809	0.10597824	-3.628785699	UP
PRMT7	-1.944339537	1.04006305	-2.602308777	0.015168991	0.10597824	-3.628977596	DOWN
APOA1BP	-2.818887933	2.912693235	-2.602162048	0.0151741	0.10597824	-3.629285624	DOWN
ST13P4	-0.460344432	0.253210216	-2.602134761	0.015175051	0.10597824	-3.629342906	DOWN
LINC00507	2.497201824	2.295029685	2.601966683	0.015180905	0.10597824	-3.629695739	UP
BOP1	-0.876637936	0.415165191	-2.60175646	0.015188231	0.10597824	-3.630137025	DOWN
CCDC115	-2.234549753	1.669926013	-2.601703894	0.015190063	0.10597824	-3.630247365	DOWN
C20orf144	-0.619571988	0.306286067	-2.60157548	0.01519454	0.10597824	-3.630516907	DOWN
WDR63	0.062785525	0.089381768	2.60126587	0.01520534	0.10597824	-3.631166757	UP
SNAI3	0.062765573	0.089368466	2.601265693	0.015205346	0.10597824	-3.631167127	UP
ADAM21P1	0.062765251	0.089368251	2.601265663	0.015205347	0.10597824	-3.63116719	UP
ACTR3BP5	0.062789086	0.089384141	2.601265558	0.015205351	0.10597824	-3.631167412	UP
OR5AU1	0.062801538	0.089392443	2.601263649	0.015205417	0.10597824	-3.631171418	UP
RNF148	0.062816825	0.089402634	2.601259569	0.01520556	0.10597824	-3.631179982	UP
SIGLEC12	0.062733777	0.089347269	2.601258647	0.015205592	0.10597824	-3.631181916	UP
ZNRF4	0.062820042	0.089404779	2.601258466	0.015205598	0.10597824	-3.631182295	UP
SCGB2B3P	0.062840723	0.089418566	2.601249361	0.015205916	0.10597824	-3.631201405	UP
LRRC16B	0.062704471	0.089327731	2.601244771	0.015206076	0.10597824	-3.631211039	UP
BARHL2	0.062856229	0.089428903	2.601240245	0.015206234	0.10597824	-3.631220538	UP
SERPINA11	0.062856694	0.089429214	2.601239941	0.015206245	0.10597824	-3.631221176	UP
MAP10	0.062858148	0.089430183	2.601238981	0.015206278	0.10597824	-3.631223193	UP
DIO2-AS1	0.062860326	0.089431635	2.601237509	0.015206329	0.10597824	-3.631226281	UP
OR2M2	0.062862279	0.089432937	2.601236157	0.015206377	0.10597824	-3.63122912	UP
GPR148	0.062864972	0.089434732	2.601234241	0.015206443	0.10597824	-3.63123314	UP
ZBTB32	0.06288379	0.089447277	2.601219208	0.015206968	0.10597824	-3.631264693	UP
GABRQ	0.062886244	0.089448913	2.601217035	0.015207044	0.10597824	-3.631269254	UP
CES5A	0.062640096	0.089284815	2.601189336	0.01520801	0.10597824	-3.631327389	UP
CBLN2	0.062915973	0.089468732	2.601186831	0.015208098	0.10597824	-3.631332646	UP
TMEM200C	0.062627378	0.089276336	2.601174313	0.015208535	0.10597824	-3.631358919	UP
PNPLA7	0.062620194	0.089271547	2.601165232	0.015208852	0.10597824	-3.631377978	UP
OR14J1	0.062615348	0.089268316	2.601158864	0.015209074	0.10597824	-3.631391343	UP
RPRM	0.062947996	0.089490081	2.601146287	0.015209513	0.10597824	-3.63141774	UP
OR2T2	0.062603616	0.089260495	2.601142635	0.01520964	0.10597824	-3.631425405	UP
DCAF12L1	0.062951708	0.089492556	2.601141052	0.015209696	0.10597824	-3.631428727	UP
OTOL1	0.062952688	0.089493209	2.601139651	0.015209744	0.10597824	-3.631431668	UP
OR9Q2	0.062955244	0.089494913	2.601135961	0.015209873	0.10597824	-3.631439412	UP
OR2AK2	0.062587786	0.089249942	2.601118918	0.015210468	0.10597824	-3.631475182	UP
RGS9BP	0.062581336	0.089245641	2.601108653	0.015210826	0.10597824	-3.631496726	UP
MYO3A	0.06256898	0.089237404	2.601088018	0.015211547	0.10597824	-3.631540035	UP
OR52H1	0.062985701	0.089515218	2.601087938	0.015211549	0.10597824	-3.631540202	UP
IVL	0.062568485	0.089237074	2.601087166	0.015211576	0.10597824	-3.631541822	UP
SPATA22	0.062995281	0.089521604	2.60107129	0.015212131	0.10597824	-3.631575142	UP
FSHB	0.063012563	0.089533126	2.60103939	0.015213244	0.10597824	-3.631642092	UP
PATE3	0.063022241	0.089539578	2.601020479	0.015213904	0.10597824	-3.631681781	UP
MIR3188	0.062526321	0.089208965	2.601006948	0.015214377	0.10597824	-3.63171018	UP
ISY1-RAB43	0.062523141	0.089206845	2.601000292	0.015214609	0.10597824	-3.631724148	UP
GAL3ST3	0.063032874	0.089546667	2.600998838	0.01521466	0.10597824	-3.6317272	UP
BSN	0.063053677	0.089560535	2.600953882	0.015216229	0.10597824	-3.63182155	UP
PCDHA10	0.06306327	0.089566931	2.600931984	0.015216994	0.10597824	-3.631867507	UP
FAM183B	0.062481849	0.089179317	2.60090615	0.015217896	0.10597824	-3.631921724	UP
TAS2R5	0.062480672	0.089178532	2.600903257	0.015217997	0.10597824	-3.631927797	UP
SOX1	0.062479816	0.089177961	2.600901145	0.015218071	0.10597824	-3.63193223	UP
SLC4A9	0.063079214	0.08957756	2.600893969	0.015218321	0.10597824	-3.631947289	UP
NRAP	0.062474836	0.089174641	2.600888733	0.015218504	0.10597824	-3.631958277	UP
NACAD	0.062470301	0.089171618	2.600877252	0.015218905	0.10597824	-3.631982374	UP
SPIN2A	0.063089393	0.089584346	2.600868637	0.015219206	0.10597824	-3.632000454	UP
FAM87A	0.062466804	0.089169286	2.600868276	0.015219219	0.10597824	-3.63200121	UP
LIPF	0.062465082	0.089168139	2.600863821	0.015219374	0.10597824	-3.632010559	UP
OR5T1	0.06246114	0.089165511	2.600853525	0.015219734	0.10597824	-3.632032167	UP
BPIFB6	0.062460467	0.089165062	2.600851752	0.015219796	0.10597824	-3.632035888	UP
ASB5	0.06245774	0.089163244	2.600844537	0.015220048	0.10597824	-3.63205103	UP
TAAR9	0.062454805	0.089161287	2.600836701	0.015220321	0.10597824	-3.632067476	UP
KCNK7	0.06310355	0.089593784	2.600832037	0.015220484	0.10597824	-3.632077264	UP
SMEK3P	0.062432941	0.089146712	2.600776036	0.01522244	0.10597824	-3.63219479	UP
SOX21-AS1	0.062432034	0.089146107	2.60077343	0.015222531	0.10597824	-3.632200258	UP
FAM196A	0.062430591	0.089145145	2.600769273	0.015222676	0.10597824	-3.632208982	UP
C11orf21	0.063138578	0.089617136	2.60073464	0.015223886	0.10597824	-3.632281664	UP
FOXD3	0.062415732	0.089135239	2.600725438	0.015224208	0.10597824	-3.632300975	UP
COLEC10	0.062412152	0.089132852	2.600714596	0.015224586	0.10597824	-3.632323729	UP
FGFR3	0.06314795	0.089623384	2.600706931	0.015224854	0.10597824	-3.632339813	UP
LRRC24	0.062408516	0.089130428	2.600703475	0.015224975	0.10597824	-3.632347067	UP
MOGAT1	0.062399821	0.089124631	2.600676419	0.01522592	0.10597824	-3.632403845	UP
AKAP5	-0.673493597	0.407266499	-2.600659989	0.015226494	0.10597824	-3.632438327	DOWN
ADAMTS3	0.06238878	0.089117271	2.600641143	0.015227152	0.10597824	-3.632477875	UP
KLHL15	0.101764482	0.115367739	2.600630997	0.015227507	0.10597824	-3.632499168	UP
C14orf39	0.063177176	0.089642868	2.600616065	0.015228029	0.10597824	-3.632530502	UP
LRRC14B	0.062376746	0.089109248	2.600601513	0.015228537	0.10597824	-3.632561041	UP
OR52N2	0.063181919	0.08964603	2.600600683	0.015228566	0.10597824	-3.632562782	UP
OR51Q1	0.062375393	0.089108346	2.600596978	0.015228696	0.10597824	-3.632570557	UP
ARSI	0.063185569	0.089648463	2.600588726	0.015228984	0.10597824	-3.632587874	UP
CCR8	0.063189473	0.089651066	2.600575818	0.015229435	0.10597824	-3.632614962	UP
AMBN	0.063197017	0.089656095	2.60055054	0.015230318	0.10597824	-3.632668009	UP
CECR6	0.06236103	0.089098771	2.600547899	0.015230411	0.10597824	-3.632673552	UP
OR52K1	0.063199137	0.089657509	2.600543355	0.015230569	0.10597824	-3.632683086	UP
FAM131C	0.062356842	0.089095979	2.600533256	0.015230922	0.10597824	-3.632704279	UP
SPERT	0.063211005	0.089665421	2.600502481	0.015231998	0.10597824	-3.632768861	UP
WNT3A	0.062328878	0.089077336	2.600431654	0.015234473	0.10597824	-3.632917491	UP
ATP5J	-2.823276634	6.38841762	-2.600428385	0.015234588	0.10597824	-3.632924351	DOWN
SRMS	0.063238587	0.089683809	2.600403218	0.015235467	0.10597824	-3.632977163	UP
RXFP3	0.063243308	0.089686956	2.600385629	0.015236082	0.10597824	-3.633014072	UP
DSPP	0.06230648	0.089062404	2.600345458	0.015237487	0.10597824	-3.633098368	UP
KCNK16	0.063256352	0.089695652	2.600336125	0.015237813	0.10597824	-3.633117952	UP
KRT82	0.063257033	0.089696106	2.600333504	0.015237904	0.10597824	-3.633123452	UP
C9orf171	0.063261342	0.089698979	2.600316836	0.015238487	0.10597824	-3.633158429	UP
EFS	0.062282845	0.089046648	2.600249843	0.01524083	0.10597824	-3.633299007	UP
C1QL2	0.062280576	0.089045134	2.600240409	0.01524116	0.10597824	-3.633318804	UP
LACTBL1	0.062279669	0.08904453	2.600236627	0.015241292	0.10597824	-3.63332674	UP
C10orf90	0.063285975	0.089715401	2.600218768	0.015241916	0.10597824	-3.633364213	UP
OR2D3	0.063296224	0.089722233	2.600176574	0.015243392	0.10597824	-3.633452752	UP
TRPV6	0.062256743	0.089029246	2.600138677	0.015244717	0.10597824	-3.633532272	UP
KCTD8	0.063306059	0.08972879	2.60013531	0.015244835	0.10597824	-3.633539337	UP
OR4M2	0.062254859	0.08902799	2.600130426	0.015245006	0.10597824	-3.633549585	UP
WDR91	1.887447689	1.803422189	2.600103229	0.015245957	0.10597824	-3.633606654	UP
NLRP13	0.063322797	0.089739949	2.600063361	0.015247352	0.10597824	-3.633690309	UP
GPRC6A	0.062239091	0.089017478	2.600060179	0.015247463	0.10597824	-3.633696985	UP
IQSEC3	0.062221316	0.089005628	2.599978427	0.015250323	0.10597824	-3.633868523	UP
PRF1	0.063342034	0.089752774	2.599977984	0.015250339	0.10597824	-3.633869453	UP
PRSS50	0.062219578	0.089004469	2.599970286	0.015250608	0.10597824	-3.633885606	UP
SPEF1	0.063346886	0.089756008	2.599955997	0.015251108	0.10597824	-3.633915588	UP
OR10H2	0.06336486	0.089767991	2.59987296	0.015254014	0.10597824	-3.634089818	UP
OR52E6	0.063371404	0.089772353	2.599842112	0.015255093	0.10597824	-3.634154543	UP
QRICH2	0.063372422	0.089773032	2.599837283	0.015255262	0.10597824	-3.634164676	UP
OR2T4	0.062191719	0.088985897	2.599836256	0.015255298	0.10597824	-3.63416683	UP
KRTAP5-9	0.063378691	0.089777211	2.599807367	0.015256309	0.10597824	-3.634227445	UP
OTOR	0.062182593	0.088979813	2.59979089	0.015256886	0.10597824	-3.634262017	UP
HPGDS	0.062178771	0.088977265	2.599771681	0.015257559	0.10597824	-3.63430232	UP
OR1L3	0.063389426	0.089784368	2.599755438	0.015258127	0.10597824	-3.634336399	UP
GHSR	0.062168735	0.088970574	2.599720627	0.015259346	0.10597824	-3.634409439	UP
LINC00852	0.062163558	0.088967123	2.599693952	0.01526028	0.10597824	-3.634465405	UP
RNU12	0.06215931	0.088964291	2.599671893	0.015261052	0.10597824	-3.634511689	UP
PCDHA4	0.063415674	0.089801867	2.599624731	0.015262703	0.10597824	-3.634610639	UP
C5orf38	0.063415731	0.089801905	2.599624439	0.015262713	0.10597824	-3.634611251	UP
CCDC140	0.06342077	0.089805264	2.59959874	0.015263613	0.10597824	-3.634665171	UP
KRT37	0.062139437	0.088951042	2.599566606	0.015264739	0.10597824	-3.634732591	UP
TCF23	0.063427131	0.089809505	2.599566015	0.015264759	0.10597824	-3.63473383	UP
INSM2	0.06212368	0.088940538	2.599480694	0.015267747	0.10597824	-3.634912838	UP
LMX1A	0.062122878	0.088940003	2.599476262	0.015267903	0.10597824	-3.634922136	UP
TRPC5OS	0.062116304	0.08893562	2.599439734	0.015269182	0.10597824	-3.634998771	UP
HTR1F	0.062115558	0.088935123	2.599435564	0.015269328	0.10597824	-3.635007521	UP
OR13C5	0.063454479	0.089827737	2.599421803	0.01526981	0.10597824	-3.635036391	UP
FAM131B	0.063460662	0.089831859	2.5993884	0.01527098	0.10597824	-3.635106469	UP
ISL2	0.063467121	0.089836164	2.599353204	0.015272213	0.10597824	-3.63518031	UP
MORN5	0.062090159	0.08891819	2.599290743	0.015274402	0.10597824	-3.635311351	UP
GOT1L1	0.062084999	0.08891475	2.599260635	0.015275457	0.10597824	-3.635374515	UP
NKX2-5	0.063485431	0.089848371	2.599251685	0.015275771	0.10597824	-3.635393292	UP
FAM78B	0.063486436	0.089849041	2.599246038	0.015275968	0.10597824	-3.635405139	UP
SP8	0.063488477	0.089850402	2.599234545	0.015276371	0.10597824	-3.635429249	UP
LGI1	0.062075153	0.088908186	2.599202543	0.015277493	0.10597824	-3.635496385	UP
GAB4	0.062060334	0.088898307	2.599113513	0.015280613	0.10597824	-3.63568316	UP
SKOR1	0.062050233	0.088891573	2.599051731	0.015282779	0.10597824	-3.63581277	UP
ARHGAP20	0.063523221	0.089873565	2.599034088	0.015283397	0.10597824	-3.635849781	UP
OR1C1	0.062047337	0.088889642	2.599033847	0.015283406	0.10597824	-3.635850287	UP
F9	0.062043185	0.088886874	2.599008091	0.015284309	0.10597824	-3.635904316	UP
MAGEB5	0.063528938	0.089877376	2.599000226	0.015284585	0.10597824	-3.635920816	UP
FAM71E2	0.062039899	0.088884684	2.598987599	0.015285027	0.10597824	-3.635947306	UP
ZFP57	0.062036053	0.088882119	2.598963491	0.015285873	0.10597824	-3.635997879	UP
CDH20	0.062031625	0.088879168	2.59893558	0.015286851	0.10597824	-3.636056431	UP
TAAR1	0.063540551	0.089885118	2.598930678	0.015287023	0.10597824	-3.636066713	UP
PAX1	0.063546686	0.089889208	2.598893523	0.015288326	0.10597824	-3.636144656	UP
NKAPL	0.062024776	0.088874602	2.598892066	0.015288377	0.10597824	-3.636147712	UP
CD200R1L	0.063554782	0.089894606	2.598844053	0.015290061	0.10597824	-3.63624843	UP
C18orf32	-1.688024268	1.138233546	-2.598787987	0.015292028	0.10597824	-3.63636604	DOWN
ANKRD34C	0.062004016	0.088860761	2.598757659	0.015293092	0.10597824	-3.636429661	UP
ACTL9	0.063578542	0.089910445	2.598696025	0.015295254	0.10597824	-3.636558948	UP
KLK9	0.063584725	0.089914568	2.598656804	0.01529663	0.10597824	-3.636641221	UP
SLC10A2	0.06198024	0.088844911	2.598599089	0.015298655	0.10597824	-3.636762284	UP
IFNA6	0.061976467	0.088842395	2.598573471	0.015299554	0.10597824	-3.63681602	UP
ACTL7A	0.061968167	0.088836862	2.598516673	0.015301548	0.10597824	-3.636935159	UP
CPO	0.06361173	0.089932571	2.598482137	0.01530276	0.10597824	-3.637007601	UP
SLC5A4	0.061940119	0.088818163	2.598320249	0.015308443	0.10597824	-3.637347166	UP
OR51G1	0.063654835	0.089961307	2.598191998	0.015312947	0.10597824	-3.637616166	UP
CFHR5	0.061919118	0.088804163	2.598168647	0.015313767	0.10597824	-3.637665142	UP
TFAP2D	0.061906155	0.088795521	2.598073124	0.015317123	0.10597824	-3.637865491	UP
KRTAP4-11	0.063671992	0.089972745	2.598072652	0.015317139	0.10597824	-3.637866481	UP
GDF3	0.063674563	0.089974459	2.598054579	0.015317774	0.10597824	-3.637904387	UP
CDRT4	0.06190151	0.088792424	2.598038539	0.015318338	0.10597824	-3.637938028	UP
OR10H1	0.061898733	0.088790573	2.598017764	0.015319067	0.10597824	-3.637981601	UP
MAP3K19	0.06188781	0.088783291	2.597935408	0.015321961	0.10597824	-3.638154329	UP
CYP11B1	0.061879689	0.088777877	2.5978735	0.015324137	0.10597824	-3.638284168	UP
PGPEP1L	0.061879486	0.088777742	2.597871945	0.015324192	0.10597824	-3.63828743	UP
ANGPT4	0.06187774	0.088776578	2.597858554	0.015324662	0.10597824	-3.638315513	UP
LINC00486	0.061870553	0.088771786	2.597803149	0.01532661	0.10597824	-3.638431713	UP
OR2AE1	0.061866857	0.088769322	2.597774483	0.015327617	0.10597824	-3.638491831	UP
TMEM215	0.06371526	0.090001591	2.597761931	0.015328059	0.10597824	-3.638518155	UP
OR2A14	0.063720583	0.090005139	2.597722749	0.015329436	0.10597824	-3.638600329	UP
MEG9	0.061858491	0.088763745	2.597709141	0.015329915	0.10597824	-3.638628867	UP
BECN1P1	0.06372779	0.090009944	2.597669359	0.015331313	0.10597824	-3.638712299	UP
OXGR1	0.061846022	0.088755432	2.597610599	0.01533338	0.10597824	-3.638835527	UP
OR6T1	0.061840619	0.08875183	2.597567476	0.015334896	0.10597824	-3.638925963	UP
OR2Y1	0.063752362	0.090026326	2.597484438	0.015337817	0.10597824	-3.639100102	UP
GHRHR	0.06375395	0.090027384	2.597472337	0.015338242	0.10597824	-3.639125479	UP
SRRM5	0.061825709	0.08874189	2.597447123	0.015339129	0.10597824	-3.639178356	UP
OR2T1	0.063762804	0.090033287	2.597404509	0.015340628	0.10597824	-3.63926772	UP
NAT8L	0.061817054	0.08873612	2.597376357	0.015341619	0.10597824	-3.639326757	UP
DNAJB9	-1.497616837	0.975733874	-2.597341594	0.015342842	0.10597824	-3.639399656	DOWN
FOXD4L5	0.061808601	0.088730485	2.597306602	0.015344073	0.10597824	-3.639473034	UP
KRTAP4-1	0.063784622	0.090047832	2.597234905	0.015346596	0.10597824	-3.639623383	UP
NEUROD4	0.063790627	0.090051836	2.597187605	0.015348261	0.10597824	-3.639722569	UP
CSMD2	2.098353058	1.713006091	2.597146527	0.015349707	0.10597824	-3.639808707	UP
SNTA1	0.063801536	0.090059108	2.597101009	0.015351309	0.10597824	-3.639904155	UP
SERPINB12	0.063807882	0.090063339	2.597050235	0.015353097	0.10597824	-3.640010623	UP
GOLGA8N	0.063813868	0.09006733	2.597002064	0.015354793	0.10597824	-3.640111633	UP
OR52E2	0.063816988	0.090069409	2.596976859	0.015355681	0.10597824	-3.640164484	UP
CGB1	0.063822912	0.090073359	2.596928795	0.015357373	0.10597824	-3.640265267	UP
NEUROG1	0.063830598	0.090078482	2.596866061	0.015359583	0.10597824	-3.64039681	UP
ZNF311	0.063832451	0.090079718	2.596850865	0.015360118	0.10597824	-3.640428673	UP
ATCAY	2.453928997	3.088041667	2.59681549	0.015361364	0.10597824	-3.640502846	UP
TRIM42	0.063843754	0.090087253	2.596757665	0.015363401	0.10597824	-3.640624092	UP
KRTAP24-1	0.061743266	0.088686928	2.596745986	0.015363812	0.10597824	-3.64064858	UP
FGF20	0.06173623	0.088682237	2.596683336	0.01536602	0.10597824	-3.64077994	UP
PNMA5	0.061734521	0.088681098	2.596668059	0.015366558	0.10597824	-3.640811972	UP
ACTBL2	0.061726304	0.08867562	2.596594214	0.01536916	0.10597824	-3.640966803	UP
TTC21A	0.063877474	0.090109734	2.596474082	0.015373395	0.10597824	-3.641218677	UP
PCDHA13	0.061712512	0.088666425	2.596468912	0.015373577	0.10597824	-3.641229517	UP
OR4K5	0.063880447	0.090111716	2.596448683	0.01537429	0.10597824	-3.64127193	UP
MARK1	0.061684879	0.088648004	2.596212754	0.015382609	0.10597824	-3.641766569	UP
FREM3	0.06168142	0.088645697	2.5961802	0.015383758	0.10597824	-3.64183482	UP
OR4C6	0.063911444	0.09013238	2.596180048	0.015383763	0.10597824	-3.641835138	UP
