Type	ID	Name	Description	Target	MoA
oe	ccsbBroad304_08089	MAT2B	Short chain dehydrogenase/reductase superfamily / Extended SDR fold		
kd	CGS001-27430	MAT2B	Short chain dehydrogenase/reductase superfamily / Extended SDR fold		
oe	ccsbBroad304_00977	MAX	Basic helix-loop-helix proteins		
kd	CGS001-4149	MAX	Basic helix-loop-helix proteins		
cp	BRD-K95655893	MAZ-51	VEGFR inhibitor	FLT4	VEGFR inhibitor
oe	ccsbBroad304_06565	MB	-		
kd	CGS001-4151	MB	-		
cp	BRD-K64746805	MBCQ	Phosphodiesterase inhibitor	PDE5A	Phosphodiesterase inhibitor
kd	CGS001-114785	MBD6	-		
oe	ccsbBroad304_00980	MBNL1	Zinc fingers, CCCH-type domain containing		
kd	CGS001-4154	MBNL1	Zinc fingers, CCCH-type domain containing		
oe	ccsbBroad304_02332	MBNL2	Zinc fingers, CCCH-type domain containing		
kd	CGS001-10150	MBNL2	Zinc fingers, CCCH-type domain containing		
kd	CGS001-79143	MBOAT7	-		
kd	CGS001-8720	MBTPS1	Subtilisin		
oe	ccsbBroad304_08662	MCCC1	-		
kd	CGS001-56922	MCCC1	-		
oe	ccsbBroad304_14242	MCCC2	-		
kd	CGS001-64087	MCCC2	-		
kd	CGS001-84539	MCHR2	GPCR / Class A : MCH receptors		
oe	ccsbBroad304_00985	MCL1	-		
kd	CGS001-4170	MCL1	-		
oe	ccsbBroad304_00986	MCM2	-		
kd	CGS001-4171	MCM2	-		
oe	ccsbBroad304_00987	MCM3	-		
kd	CGS001-4172	MCM3	-		
kd	CGS001-4173	MCM4	-		
oe	ccsbBroad304_06569	MCM5	-		
kd	CGS001-4174	MCM5	-		
kd	CGS001-4175	MCM6	-		
kd	CGS001-4176	MCM7	-		
oe	ccsbBroad304_09195	MCM8	-		
kd	CGS001-84515	MCM8	-		
oe	ccsbBroad304_03806	MCOLN1	Voltage-gated ion channels / Transient receptor potential cation channels		
kd	CGS001-57192	MCOLN1	Voltage-gated ion channels / Transient receptor potential cation channels		
oe	ccsbBroad304_03056	MCTS1	-		
kd	CGS001-28985	MCTS1	-		
oe	ccsbBroad304_00991	MDH1	-		
kd	CGS001-4190	MDH1	-		
oe	ccsbBroad304_06574	MDH2	-		
kd	CGS001-4191	MDH2	-		
cp	BRD-A62057054	MDL-11939	Serotonin receptor antagonist	HTR2A, HTR2B, HTR2C	Serotonin receptor antagonist
cp	BRD-K43245338	MDL-28170	Calpain inhibitor	CAPN1, CTSB, CTSL	Calpain inhibitor
cp	BRD-K59753853	MDL-29951	Glutamate receptor antagonist	FBP1, GPR17	Glutamate receptor antagonist
cp	BRD-A17453586	MDL-72832	Serotonin receptor agonist	HTR1A	Serotonin receptor agonist
cp	BRD-A50764878	MDL-73005EF	Serotonin receptor antagonist	HTR1A	Serotonin receptor antagonist
kd	CGS001-4193	MDM2	-		
cp	BRD-K84987553	MDM2-inhibitor	MDM inhibitor	MDM2	MDM inhibitor
oe	ccsbBroad304_00993	MDM4	-		
kd	CGS001-4194	MDM4	-		
kd	CGS001-4199	ME1	-		
kd	CGS001-4200	ME2	-		
kd	CGS001-10873	ME3	-		
kd	CGS001-2122	MECOM	Zinc fingers, C2H2-type		
oe	ccsbBroad304_00995	MECP2	-		
kd	CGS001-4204	MECP2	-		
kd	CGS001-5469	MED1	-		
kd	CGS001-116931	MED12L	-		
kd	CGS001-51586	MED15	-		
oe	ccsbBroad304_02157	MED21	-		
kd	CGS001-9412	MED21	-		
kd	CGS001-9441	MED26	-		
oe	ccsbBroad304_04202	MED28	-		
kd	CGS001-80306	MED28	-		
oe	ccsbBroad304_08104	MED4	-		
kd	CGS001-29079	MED4	-		
oe	ccsbBroad304_02285	MED6	-		
kd	CGS001-10001	MED6	-		
oe	ccsbBroad304_02163	MED7	-		
kd	CGS001-9443	MED7	-		
oe	ccsbBroad304_06575	MEF2A	Myocyte enhancer factors		
kd	CGS001-4205	MEF2A	Myocyte enhancer factors		
kd	CGS001-4208	MEF2C	Myocyte enhancer factors		
kd	CGS001-1955	MEGF9	-		
oe	ccsbBroad304_00998	MEIS2	Homeoboxes / TALE class		
kd	CGS001-4212	MEIS2	Homeoboxes / TALE class		
cp	BRD-K12244279	MEK1-2-inhibitor	MEK inhibitor	MAP2K1, MAP2K2	MEK inhibitor
kd	CGS001-9833	MELK	MELK subfamily		
kd	CGS001-4221	MEN1	-		
kd	CGS001-4223	MEOX2	Homeoboxes / ANTP class : HOXL subclass		
oe	ccsbBroad304_11503	MERTK	Type XI RTKs: TAM (TYRO3-, AXL- and MER-TK) receptor family		
kd	CGS001-10461	MERTK	Type XI RTKs: TAM (TYRO3-, AXL- and MER-TK) receptor family		
kd	CGS001-55897	MESP1	Basic helix-loop-helix proteins		
oe	ccsbBroad304_01001	MEST	-		
kd	CGS001-4232	MEST	-		
kd	CGS001-4233	MET	Type X RTKs: HGF (hepatocyte growth factor) receptor family		
kd	CGS001-10988	METAP2	Methionyl aminopeptidase		
kd	CGS001-79006	METRN	-		
oe	ccsbBroad304_01002	METTL1	-		
kd	CGS001-4234	METTL1	-		
oe	ccsbBroad304_03848	METTL14	-		
kd	CGS001-57721	METTL14	-		
oe	ccsbBroad304_08878	METTL4	-		
kd	CGS001-64863	METTL4	-		
kd	CGS001-399664	MEX3D	Mex-3 homologs		
kd	CGS001-9258	MFHAS1	-		
oe	ccsbBroad304_02361	MFSD10	-		
kd	CGS001-10227	MFSD10	-		
cp	BRD-K60230970	MG-132	Proteasome inhibitor	PSMB1	Proteasome inhibitor
kd	CGS001-4245	MGAT1	-		
kd	CGS001-11320	MGAT4A	-		
oe	ccsbBroad304_02681	MGLL	Endocannabinoid turnover		
kd	CGS001-11343	MGLL	Endocannabinoid turnover		
kd	CGS001-4255	MGMT	-		
oe	ccsbBroad304_01010	MGST2	Glutathione S-transferases / Microsomal		
kd	CGS001-4258	MGST2	Glutathione S-transferases / Microsomal		
kd	CGS001-85377	MICALL1	-		
oe	ccsbBroad304_01013	MIF	-		
kd	CGS001-4282	MIF	-		
oe	ccsbBroad304_06583	MITF	Basic helix-loop-helix proteins		
kd	CGS001-4286	MITF	Basic helix-loop-helix proteins		
kd	CGS001-83881	MIXL1	Homeoboxes / PRD class		
cp	BRD-K54256913	MK-1775	WEE1 kinase inhibitor	WEE1	WEE1 kinase inhibitor
cp	BRD-K19554809	MK-212	Serotonin receptor agonist	HTR2A, HTR2B, HTR2C	Serotonin receptor agonist
cp	BRD-K68065987	MK-2206	AKT inhibitor	AKT1, AKT2, AKT3	AKT inhibitor
cp	BRD-K53665955	MK-5108	Aurora kinase inhibitor	AURKA, AURKB, AURKC	Aurora kinase inhibitor
oe	ccsbBroad304_04387	MKI67IP	-		
kd	CGS001-84365	MKI67IP	-		
kd	CGS001-8569	MKNK1	MKN subfamily		
oe	ccsbBroad304_10857	MKNK2	MKN subfamily		
kd	CGS001-2872	MKNK2	MKN subfamily		
oe	ccsbBroad304_09934	MKX	Homeoboxes / TALE class		
kd	CGS001-283078	MKX	Homeoboxes / TALE class		
cp	BRD-K95202259	ML-3163	p38 MAPK inhibitor	CYP2D6, CYP3A4, MAPK11, MAPK12, MAPK14	p38 MAPK inhibitor
cp	BRD-K93201660	ML-7	Myosin light chain kinase inhibitor	MYLK	Myosin light chain kinase inhibitor
cp	BRD-K68402494	ML-9	Myosin light chain kinase inhibitor	MLCK, TRPC6, PKA, PKC	Myosin light chain kinase inhibitor
kd	CGS001-9761	MLEC	-		
oe	ccsbBroad304_01019	MLH1	-		
kd	CGS001-4292	MLH1	-		
kd	CGS001-4297	MLL	-		
kd	CGS001-58508	MLL3	-		
oe	ccsbBroad304_01854	MLLT10	Zinc fingers, PHD-type		
kd	CGS001-8028	MLLT10	Zinc fingers, PHD-type		
oe	ccsbBroad304_02576	MLLT11	-		
kd	CGS001-10962	MLLT11	-		
kd	CGS001-4300	MLLT3	-		
oe	ccsbBroad304_10971	MLLT6	Zinc fingers, PHD-type		
kd	CGS001-4302	MLLT6	Zinc fingers, PHD-type		
cp	BRD-K78659596	MLN-2238	Proteasome inhibitor	PSMB1	Proteasome inhibitor
cp	BRD-K67844266	MLN-4924	Nedd activating enzyme inhibitor	NAE1, UBA3	Nedd activating enzyme inhibitor
cp	BRD-K83963101	MLN-8054	Aurora kinase inhibitor	AURKA	Aurora kinase inhibitor, Mitotic inhibitor, Protein kinase inhibitor
oe	ccsbBroad304_03937	MLST8	WD repeat domain containing		
kd	CGS001-64223	MLST8	WD repeat domain containing		
kd	CGS001-22877	MLXIP	Basic helix-loop-helix proteins		
kd	CGS001-79258	MMEL1	-		
oe	ccsbBroad304_06587	MMP1	Matrix metallopeptidase		
kd	CGS001-4312	MMP1	Matrix metallopeptidase		
oe	ccsbBroad304_06592	MMP14	Matrix metallopeptidase		
kd	CGS001-4323	MMP14	Matrix metallopeptidase		
oe	ccsbBroad304_06588	MMP2	Matrix metallopeptidase		
kd	CGS001-4313	MMP2	Matrix metallopeptidase		
oe	ccsbBroad304_06590	MMP7	Matrix metallopeptidase		
kd	CGS001-4316	MMP7	Matrix metallopeptidase		
cp	BRD-K53878242	MMPX	Phosphodiesterase inhibitor		Phosphodiesterase inhibitor
oe	ccsbBroad304_01026	MNAT1	RING-type (C3HC4) zinc fingers		
kd	CGS001-4331	MNAT1	RING-type (C3HC4) zinc fingers		
cp	BRD-K63151507	MNITMT	Lymphocyte inhibitor		Lymphocyte inhibitor
oe	ccsbBroad304_13939	MOK	RCK family		
kd	CGS001-5891	MOK	RCK family		
oe	ccsbBroad304_02566	MORF4L1	-		
kd	CGS001-10933	MORF4L1	-		
oe	ccsbBroad304_02219	MORF4L2	-		
kd	CGS001-9643	MORF4L2	-		
kd	CGS001-8777	MPDZ	-		
cp	BRD-K60690191	MPEP	Glutamate receptor antagonist	GRM5, GRM1, GRM4	Glutamate receptor antagonist
oe	ccsbBroad304_02349	MPHOSPH9	-		
kd	CGS001-10198	MPHOSPH9	-		
kd	CGS001-4351	MPI	-		
kd	CGS001-4352	MPL	Prolactin receptor family		
oe	ccsbBroad304_14008	MPZL1	Immunoglobulin superfamily / V-set domain containing		
kd	CGS001-9019	MPZL1	Immunoglobulin superfamily / V-set domain containing		
cp	BRD-A30590053	MR-16728	Acetylcholine release enhancer		Acetylcholine release enhancer, Acetylcholine release stimulant
kd	CGS001-116512	MRGPRD	GPCR / Class A : Orphans		
oe	ccsbBroad304_04715	MRGPRF	GPCR / Class A : Orphans		
kd	CGS001-116535	MRGPRF	GPCR / Class A : Orphans		
kd	CGS001-259249	MRGPRX1	GPCR / Class A : Orphans		
kd	CGS001-117194	MRGPRX2	GPCR / Class A : Orphans		
oe	ccsbBroad304_09445	MRGPRX3	GPCR / Class A : Orphans		
kd	CGS001-117195	MRGPRX3	GPCR / Class A : Orphans		
oe	ccsbBroad304_09446	MRGPRX4	GPCR / Class A : Orphans		
kd	CGS001-117196	MRGPRX4	GPCR / Class A : Orphans		
oe	ccsbBroad304_01443	MRPL12	Mitochondrial ribosomal proteins / large subunits		
kd	CGS001-6182	MRPL12	Mitochondrial ribosomal proteins / large subunits		
oe	ccsbBroad304_08102	MRPL18	Mitochondrial ribosomal proteins / large subunits		
kd	CGS001-29074	MRPL18	Mitochondrial ribosomal proteins / large subunits		
kd	CGS001-9801	MRPL19	Mitochondrial ribosomal proteins / large subunits		
oe	ccsbBroad304_04398	MRPL43	Mitochondrial ribosomal proteins / large subunits		
oe	ccsbBroad304_03175	MRPS16	Mitochondrial ribosomal proteins / small subunits		
kd	CGS001-51021	MRPS16	Mitochondrial ribosomal proteins / small subunits		
oe	ccsbBroad304_03215	MRPS2	Mitochondrial ribosomal proteins / small subunits		
kd	CGS001-51116	MRPS2	Mitochondrial ribosomal proteins / small subunits		
cp	BRD-K37618799	MRS-1220	Adenosine receptor antagonist	ADORA2B, ADORA3	Adenosine receptor antagonist
cp	BRD-A06784547	MRS-1334	Adenosine receptor antagonist		Adenosine receptor antagonist
cp	BRD-K72024482	MRS-1754	Adenosine receptor antagonist	ADORA2B, ADORA1, ADORA2A, ADORA3	Adenosine receptor antagonist
cp	BRD-A32949107	MRS-1845	Calcium channel blocker	ORAI1	Calcium channel blocker
oe	ccsbBroad304_01034	MSH2	-		
kd	CGS001-4436	MSH2	-		
oe	ccsbBroad304_01035	MSH5	-		
kd	CGS001-4439	MSH5	-		
kd	CGS001-2956	MSH6	-		
kd	CGS001-10943	MSL3	-		
kd	CGS001-6307	MSMO1	Fatty acid hydroxylase domain containing		
oe	ccsbBroad304_01038	MSRA	-		
kd	CGS001-4482	MSRA	-		
oe	ccsbBroad304_02702	MSRB2	-		
kd	CGS001-22921	MSRB2	-		
cp	BRD-K19894101	MST-312	Telomerase inhibitor	TERT	Telomerase inhibitor
kd	CGS001-4485	MST1	-		
kd	CGS001-4486	MST1R	Type X RTKs: HGF (hepatocyte growth factor) receptor family		
kd	CGS001-4487	MSX1	Homeoboxes / ANTP class : NKL subclass		
oe	ccsbBroad304_06597	MSX2	Homeoboxes / ANTP class : NKL subclass		
kd	CGS001-4488	MSX2	Homeoboxes / ANTP class : NKL subclass		
cp	BRD-A99449986	MT-21	Caspase activator	CYCS, SLC25A4	Caspase activator
kd	CGS001-9112	MTA1	GATA zinc finger domain containing		
kd	CGS001-57504	MTA3	GATA zinc finger domain containing		
oe	ccsbBroad304_13903	MTAP	-		
kd	CGS001-4507	MTAP	-		
oe	ccsbBroad304_03164	MTERFD1	-		
kd	CGS001-51001	MTERFD1	-		
oe	ccsbBroad304_02688	MTF2	Zinc fingers, PHD-type		
kd	CGS001-22823	MTF2	Zinc fingers, PHD-type		
oe	ccsbBroad304_02220	MTFR1	-		
kd	CGS001-9650	MTFR1	-		
kd	CGS001-4522	MTHFD1	-		
kd	CGS001-10797	MTHFD2	-		
kd	CGS001-2475	MTOR	FRAP subfamily		
kd	CGS001-4548	MTR	-		
kd	CGS001-4552	MTRR	-		
kd	CGS001-9788	MTSS1	-		
kd	CGS001-4547	MTTP	-		
oe	ccsbBroad304_02496	MTX2	-		
kd	CGS001-10651	MTX2	-		
kd	CGS001-4594	MUT	-		
oe	ccsbBroad304_02276	MVP	-		
kd	CGS001-9961	MVP	-		
cp	BRD-K64310881	MW-STK33-3B	Potassium channel activator		Potassium channel activator
oe	ccsbBroad304_04271	MXD3	Basic helix-loop-helix proteins		
kd	CGS001-83463	MXD3	Basic helix-loop-helix proteins		
kd	CGS001-10608	MXD4	Basic helix-loop-helix proteins		
kd	CGS001-4601	MXI1	Basic helix-loop-helix proteins		
cp	BRD-K90524085	MY-5445	Phosphodiesterase inhibitor	PDE5A	Phosphodiesterase inhibitor, Platelet aggregation inhibitor
oe	ccsbBroad304_01052	MYB	-		
kd	CGS001-4602	MYB	-		
kd	CGS001-4605	MYBL2	-		
kd	CGS001-4609	MYC	Basic helix-loop-helix proteins		
oe	ccsbBroad304_02955	MYCBP	-		
kd	CGS001-26292	MYCBP	-		
kd	CGS001-23077	MYCBP2	-		
kd	CGS001-4610	MYCL1	-		
kd	CGS001-4613	MYCN	Basic helix-loop-helix proteins		
kd	CGS001-4615	MYD88	-		
oe	ccsbBroad304_06609	MYL6	EF-hand domain containing		
kd	CGS001-4637	MYL6	EF-hand domain containing		
kd	CGS001-140465	MYL6B	EF-hand domain containing		
kd	CGS001-10398	MYL9	EF-hand domain containing		
kd	CGS001-29116	MYLIP	-		
kd	CGS001-4638	MYLK	Myosin Light Chain Kinase (MLCK) family		
oe	ccsbBroad304_09258	MYLK2	Myosin Light Chain Kinase (MLCK) family		
kd	CGS001-85366	MYLK2	Myosin Light Chain Kinase (MLCK) family		
kd	CGS001-55892	MYNN	BTB/POZ domain containing		
kd	CGS001-4651	MYO10	Pleckstrin homology (PH) domain containing		
cp	BRD-K04466929	Merck60	HDAC inhibitor	HDAC1, HDAC2	HDAC inhibitor
cp	BRD-A85234536	N6-cyclopentyladenosine	Adenosine receptor agonist	ADORA1, ADORA2A, ADORA2B, ADORA3, SLC29A1	Adenosine receptor agonist
kd	CGS001-80018	NAA25	N(alpha)-acetyltransferase subunits		
oe	ccsbBroad304_04191	NAA50	N(alpha)-acetyltransferase subunits		
kd	CGS001-80218	NAA50	N(alpha)-acetyltransferase subunits		
kd	CGS001-4664	NAB1	-		
oe	ccsbBroad304_01061	NAB2	-		
kd	CGS001-4665	NAB2	-		
kd	CGS001-55191	NADSYN1	-		
oe	ccsbBroad304_02040	NAE1	Ubiquitin-like modifier activating enzymes		
kd	CGS001-8883	NAE1	Ubiquitin-like modifier activating enzymes		
kd	CGS001-4668	NAGA	-		
oe	ccsbBroad304_12226	NAGK	-		
kd	CGS001-55577	NAGK	-		
kd	CGS001-51172	NAGPA	-		
kd	CGS001-4671	NAIP	Inhibitors of apoptosis (IAP) protein family		
oe	ccsbBroad304_07557	NAMPT	-		
kd	CGS001-10135	NAMPT	-		
cp	BRD-K69195780	NAN-190	Serotonin receptor agonist	HTR1A, ADRA1A, ADRA1B, ADRA1D, HTR1F	Serotonin receptor agonist
oe	ccsbBroad304_03951	NARFL	-		
kd	CGS001-64428	NARFL	-		
kd	CGS001-4677	NARS	Aminoacyl tRNA synthetases / Class II		
cp	BRD-A23683907	NAS-181	Serotonin receptor antagonist	HTR1B	Serotonin receptor antagonist
oe	ccsbBroad304_06617	NASP	Tetratricopeptide (TTC) repeat domain containing		
kd	CGS001-4678	NASP	Tetratricopeptide (TTC) repeat domain containing		
oe	ccsbBroad304_00001	NAT1	-		
kd	CGS001-9	NAT1	-		
oe	ccsbBroad304_03554	NAT10	-		
kd	CGS001-55226	NAT10	-		
cp	BRD-K61177364	NBI-27914	CRF receptor antagonist	CRHR1	CRF receptor antagonist
kd	CGS001-4683	NBN	-		
cp	BRD-K47717570	NBQX	Glutamate receptor antagonist	GRIA1, GRIA2, GRIA3, GRIA4, GRIK1, GRIN1, GRIN2A, GRIN2B	Glutamate receptor antagonist
kd	CGS001-4077	NBR1	-		
kd	CGS001-9918	NCAPD2	-		
oe	ccsbBroad304_06619	NCF2	Tetratricopeptide (TTC) repeat domain containing		
kd	CGS001-4688	NCF2	Tetratricopeptide (TTC) repeat domain containing		
cp	BRD-K52522949	NCH-51	HDAC inhibitor	HDAC1, HDAC10, HDAC11, HDAC2, HDAC3, HDAC4, HDAC5, HDAC6, HDAC7, HDAC8, HDAC9	HDAC inhibitor
kd	CGS001-4691	NCL	RNA binding motif (RRM) containing		
oe	ccsbBroad304_13991	NCOA3	Histone acetyltransferases		
kd	CGS001-8202	NCOA3	Histone acetyltransferases		
oe	ccsbBroad304_01855	NCOA4	-		
kd	CGS001-8031	NCOA4	-		
kd	CGS001-9612	NCOR2	-		
cp	BRD-A85025557	NCS-382	GABA receptor antagonist	GABBR1, GABBR2, SLC52A2	GABA receptor antagonist
kd	CGS001-80762	NDFIP1	-		
oe	ccsbBroad304_02419	NDRG1	-		
kd	CGS001-10397	NDRG1	-		
oe	ccsbBroad304_01064	NDUFA1	Mitochondrial respiratory chain complex / Complex I		
kd	CGS001-4694	NDUFA1	Mitochondrial respiratory chain complex / Complex I		
oe	ccsbBroad304_03197	NDUFA13	Mitochondrial respiratory chain complex / Complex I		
kd	CGS001-51079	NDUFA13	Mitochondrial respiratory chain complex / Complex I		
kd	CGS001-4695	NDUFA2	Mitochondrial respiratory chain complex / Complex I		
oe	ccsbBroad304_01065	NDUFA3	Mitochondrial respiratory chain complex / Complex I		
kd	CGS001-4696	NDUFA3	Mitochondrial respiratory chain complex / Complex I		
oe	ccsbBroad304_01066	NDUFA4	-		
kd	CGS001-4697	NDUFA4	-		
kd	CGS001-4698	NDUFA5	Mitochondrial respiratory chain complex / Complex I		
kd	CGS001-4700	NDUFA6	LYR motif containing		
oe	ccsbBroad304_01067	NDUFA7	Mitochondrial respiratory chain complex / Complex I		
kd	CGS001-4701	NDUFA7	Mitochondrial respiratory chain complex / Complex I		
oe	ccsbBroad304_06621	NDUFA8	Mitochondrial respiratory chain complex / Complex I		
kd	CGS001-4702	NDUFA8	Mitochondrial respiratory chain complex / Complex I		
oe	ccsbBroad304_13911	NDUFA9	Short chain dehydrogenase/reductase superfamily / Extended SDR fold		
kd	CGS001-4704	NDUFA9	Short chain dehydrogenase/reductase superfamily / Extended SDR fold		
oe	ccsbBroad304_06623	NDUFAB1	Mitochondrial respiratory chain complex / Complex I		
kd	CGS001-4706	NDUFAB1	Mitochondrial respiratory chain complex / Complex I		
kd	CGS001-29078	NDUFAF4	Mitochondrial respiratory chain complex assembly factors		
oe	ccsbBroad304_13912	NDUFB1	Mitochondrial respiratory chain complex / Complex I		
kd	CGS001-4707	NDUFB1	Mitochondrial respiratory chain complex / Complex I		
kd	CGS001-4708	NDUFB2	Mitochondrial respiratory chain complex / Complex I		
oe	ccsbBroad304_01070	NDUFB3	Mitochondrial respiratory chain complex / Complex I		
kd	CGS001-4709	NDUFB3	Mitochondrial respiratory chain complex / Complex I		
kd	CGS001-4710	NDUFB4	Mitochondrial respiratory chain complex / Complex I		
oe	ccsbBroad304_01071	NDUFB5	Mitochondrial respiratory chain complex / Complex I		
kd	CGS001-4711	NDUFB5	Mitochondrial respiratory chain complex / Complex I		
oe	ccsbBroad304_01072	NDUFB6	Mitochondrial respiratory chain complex / Complex I		
kd	CGS001-4712	NDUFB6	Mitochondrial respiratory chain complex / Complex I		
kd	CGS001-4713	NDUFB7	Mitochondrial respiratory chain complex / Complex I		
oe	ccsbBroad304_01073	NDUFB8	Mitochondrial respiratory chain complex / Complex I		
kd	CGS001-4714	NDUFB8	Mitochondrial respiratory chain complex / Complex I		
kd	CGS001-4717	NDUFC1	Mitochondrial respiratory chain complex / Complex I		
oe	ccsbBroad304_06624	NDUFC2	Mitochondrial respiratory chain complex / Complex I		
kd	CGS001-4718	NDUFC2	Mitochondrial respiratory chain complex / Complex I		
kd	CGS001-4719	NDUFS1	Mitochondrial respiratory chain complex / Complex I		
kd	CGS001-4720	NDUFS2	Mitochondrial respiratory chain complex / Complex I		
oe	ccsbBroad304_01074	NDUFS3	Mitochondrial respiratory chain complex / Complex I		
kd	CGS001-4722	NDUFS3	Mitochondrial respiratory chain complex / Complex I		
oe	ccsbBroad304_06625	NDUFS4	Mitochondrial respiratory chain complex / Complex I		
kd	CGS001-4724	NDUFS4	Mitochondrial respiratory chain complex / Complex I		
oe	ccsbBroad304_01077	NDUFS6	Mitochondrial respiratory chain complex / Complex I		
kd	CGS001-4726	NDUFS6	Mitochondrial respiratory chain complex / Complex I		
oe	ccsbBroad304_10064	NDUFS7	Mitochondrial respiratory chain complex / Complex I		
kd	CGS001-374291	NDUFS7	Mitochondrial respiratory chain complex / Complex I		
kd	CGS001-4728	NDUFS8	Mitochondrial respiratory chain complex / Complex I		
oe	ccsbBroad304_01075	NDUFV1	Mitochondrial respiratory chain complex / Complex I		
kd	CGS001-4723	NDUFV1	Mitochondrial respiratory chain complex / Complex I		
oe	ccsbBroad304_01078	NDUFV2	Mitochondrial respiratory chain complex / Complex I		
kd	CGS001-4729	NDUFV2	Mitochondrial respiratory chain complex / Complex I		
cp	BRD-A35338386	NECA	Adenosine receptor agonist	ADORA1, ADORA2A, ADORA2B, ADORA3, HSP90B1	Adenosine receptor agonist
kd	CGS001-4734	NEDD4	-		
oe	ccsbBroad304_10994	NEK2	NIMA (never in mitosis gene a)- related kinase (NEK) family		
kd	CGS001-4751	NEK2	NIMA (never in mitosis gene a)- related kinase (NEK) family		
kd	CGS001-6787	NEK4	NIMA (never in mitosis gene a)- related kinase (NEK) family		
oe	ccsbBroad304_07680	NEK6	NIMA (never in mitosis gene a)- related kinase (NEK) family		
kd	CGS001-10783	NEK6	NIMA (never in mitosis gene a)- related kinase (NEK) family		
kd	CGS001-140609	NEK7	NIMA (never in mitosis gene a)- related kinase (NEK) family		
kd	CGS001-91754	NEK9	NIMA (never in mitosis gene a)- related kinase (NEK) family		
oe	ccsbBroad304_03112	NENF	-		
kd	CGS001-29937	NENF	-		
oe	ccsbBroad304_07582	NET1	Rho guanine nucleotide exchange factors		
kd	CGS001-10276	NET1	Rho guanine nucleotide exchange factors		
oe	ccsbBroad304_01084	NEU1	-		
kd	CGS001-4758	NEU1	-		
cp	BRD-K36324071	NF-449	Purinergic receptor antagonist	P2RX1	Purinergic receptor antagonist
kd	CGS001-4763	NF1	-		
oe	ccsbBroad304_01087	NF2	A-kinase anchor proteins		
kd	CGS001-4771	NF2	A-kinase anchor proteins		
kd	CGS001-10725	NFAT5	Nuclear factor of activated T-cells		
kd	CGS001-4773	NFATC2	Nuclear factor of activated T-cells		
oe	ccsbBroad304_01088	NFATC3	Nuclear factor of activated T-cells		
kd	CGS001-4775	NFATC3	Nuclear factor of activated T-cells		
kd	CGS001-4779	NFE2L1	basic leucine zipper proteins		
oe	ccsbBroad304_01090	NFE2L2	basic leucine zipper proteins		
kd	CGS001-4780	NFE2L2	basic leucine zipper proteins		
oe	ccsbBroad304_01091	NFIB	-		
kd	CGS001-4781	NFIB	-		
kd	CGS001-4782	NFIC	-		
oe	ccsbBroad304_01092	NFIL3	basic leucine zipper proteins		
kd	CGS001-4783	NFIL3	basic leucine zipper proteins		
oe	ccsbBroad304_06637	NFKB1	NFkappaB transcription factor family		
kd	CGS001-4790	NFKB1	NFkappaB transcription factor family		
kd	CGS001-4791	NFKB2	NFkappaB transcription factor family		
oe	ccsbBroad304_01093	NFKBIA	Ankyrin repeat domain containing		
kd	CGS001-4792	NFKBIA	Ankyrin repeat domain containing		
oe	ccsbBroad304_01094	NFKBIB	Ankyrin repeat domain containing		
kd	CGS001-4793	NFKBIB	Ankyrin repeat domain containing		
kd	CGS001-4794	NFKBIE	Ankyrin repeat domain containing		
kd	CGS001-4795	NFKBIL1	-		
kd	CGS001-4798	NFRKB	INO80 complex subunits		
oe	ccsbBroad304_06639	NFYB	-		
kd	CGS001-4801	NFYB	-		
cp	BRD-K05181084	NGB-2904	Dopamine receptor antagonist	DRD3	Dopamine receptor antagonist
kd	CGS001-4804	NGFR	Tumour necrosis factor (TNF) receptor family		
kd	CGS001-51335	NGRN	-		
kd	CGS001-4811	NID1	-		
kd	CGS001-25836	NIPBL	-		
kd	CGS001-8508	NIPSNAP1	-		
oe	ccsbBroad304_07768	NISCH	-		
kd	CGS001-11188	NISCH	-		
oe	ccsbBroad304_06642	NIT1	-		
kd	CGS001-4817	NIT1	-		
kd	CGS001-28512	NKIRAS1	-		
oe	ccsbBroad304_03040	NKIRAS2	-		
kd	CGS001-28511	NKIRAS2	-		
kd	CGS001-7080	NKX2-1	Homeoboxes / ANTP class : NKL subclass		
kd	CGS001-159296	NKX2-3	Homeoboxes / ANTP class : NKL subclass		
kd	CGS001-1482	NKX2-5	Homeoboxes / ANTP class : NKL subclass		
oe	ccsbBroad304_12008	NLK	nmo subfamily		
kd	CGS001-51701	NLK	nmo subfamily		
cp	BRD-K78278890	NM-PP1	Mutant kinase inhibitor	CAMK2A, LCK, MAPK8, PRKACA, RIPK2, SRC	Mutant kinase inhibitor
oe	ccsbBroad304_01101	NME1	-		
kd	CGS001-4830	NME1	-		
kd	CGS001-4833	NME4	-		
kd	CGS001-347736	NME9	-		
oe	ccsbBroad304_07362	NMI	-		
kd	CGS001-9111	NMI	-		
oe	ccsbBroad304_02716	NMNAT2	-		
kd	CGS001-23057	NMNAT2	-		
oe	ccsbBroad304_03817	NMRAL1	Short chain dehydrogenase/reductase superfamily / Atypical members		
kd	CGS001-57407	NMRAL1	Short chain dehydrogenase/reductase superfamily / Atypical members		
oe	ccsbBroad304_01102	NMT1	-		
kd	CGS001-4836	NMT1	-		
oe	ccsbBroad304_08663	NMUR2	GPCR / Class A : Neuromedin U receptors		
kd	CGS001-56923	NMUR2	GPCR / Class A : Neuromedin U receptors		
